game_lineups_id,game_id,type,number,player_id,player_name,team_captain,sub_position
2aa43e79d31412de8a55d83872f9768c,4120891,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
94d3988c4e77594637d19f74a9149542,4120897,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
3a6fe1b03650434b0e4eda7e2e8da62b,4120902,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
02165afe418ff7ae29dba2b471f38e56,4120918,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
5c5165523fa3616f345aba4936975436,4120920,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
7f5eb0596e8923f7f821b9da3dcfcb9c,4136839,starting_lineup,5,209019,Kenny Saief,0,Right Winger
b3a21e2a192e95ea0088f6e01a506ac4,4136840,starting_lineup,5,209019,Kenny Saief,0,Right Winger
2e33c4f6de193efeb429fba3cb019c66,4137135,substitutes,11,336160,Andrija Novakovich,0,Centre-Forward
ff7fdfa57ea5334f27fbe777ef355b2f,4145197,substitutes,14,282199,Erik Palmer-Brown,0,Centre-Back
a015e9868ba55f28128b0506e574d1f7,4145198,substitutes,14,282199,Erik Palmer-Brown,0,Centre-Back
2e429cc98cfccc16bea57863c0f44388,4148221,starting_lineup,5,209019,Kenny Saief,0,Right Winger
a92a2a43dadd29899fb4f48c49282c90,4148254,starting_lineup,5,209019,Kenny Saief,0,Left-Back
a32a261a6ca75814a2ede4b5e2278d1e,4150483,starting_lineup,27,190269,Caleb Stanko,0,Defensive Midfield
3bcfca4640508ee4422e8c0b59bf05fd,4150486,starting_lineup,14,282199,Erik Palmer-Brown,0,Centre-Back
4c0e7d057f5d8cc156dba146f11496f5,4150491,substitutes,14,282199,Erik Palmer-Brown,0,Centre-Back
fbf349047e47f048a202728e40d4c1c3,4150493,starting_lineup,27,190269,Caleb Stanko,0,Defensive Midfield
64b15c281ac31ef8a2fd31e5e54872b5,4150497,substitutes,14,282199,Erik Palmer-Brown,0,Centre-Back
30f4b9be20c87112d7cd8fc2355076f6,4150500,starting_lineup,27,190269,Caleb Stanko,0,Defensive Midfield
db69872c3c1dd5752f9b1f567e7f8892,4150505,substitutes,14,282199,Erik Palmer-Brown,0,Centre-Back
4921f832fdedeb528cd789c2076c14a2,4150506,starting_lineup,27,190269,Caleb Stanko,0,Defensive Midfield
eadce2f0ce9f400d0561a8c05453d702,4150507,substitutes,28,537467,Joseph Efford,0,Centre-Forward
e44dd1f3ca9e781295c9bf93e4b56946,4150516,starting_lineup,14,282199,Erik Palmer-Brown,0,Centre-Back
e0ae884a407b6ff48a895cbac10b8184,4150517,substitutes,27,190269,Caleb Stanko,0,Defensive Midfield
bc79183aa9a1ffacb14cc733f6143411,4150562,substitutes,28,537467,Joseph Efford,0,Centre-Forward
ce27263c6d0dfb8c80b050ac9eb266a8,4150607,starting_lineup,27,190269,Caleb Stanko,0,Defensive Midfield
e16817800f83daf7bad1ddabf58316b7,4150625,substitutes,28,537467,Joseph Efford,0,Centre-Forward
b7ae418b7b5260ad6a0c4bc48c768248,4150626,substitutes,27,190269,Caleb Stanko,0,Defensive Midfield
075a53c91bc1f08875cf872e9ada36ed,4150634,substitutes,27,190269,Caleb Stanko,0,Defensive Midfield
0d88348def07721797108005edf3c5b4,4150656,substitutes,28,537467,Joseph Efford,0,Centre-Forward
