game_event_id,date,game_id,minute,type,player_id,description,player_in_id
d7f57dccd751d02a3362ea94bfaded7a,2022-01-15,3598290,46,Substitutions,367423,Not Available,467434
25dcea6df949a9243f5ad7229d3cc10a,2022-02-26,3598389,71,Substitutions,367423,Not Available,467434
0f2e8c178ec4e32b88e5c53d1c82de8f,2021-12-03,3598404,82,Substitutions,367423,Not Available,381248
65c7526fc4ee2617805a7fbf905ee5ec,2021-08-07,3601591,85,Goals,161204,", Header, 1. Tournament Goal",0
9f76c9336867591988099234fd1e0080,2021-08-07,3601595,68,Substitutions,332705,Not Available,223967
67b234c60929768830e916b41d08930c,2021-08-07,3601602,85,Substitutions,504215,Not Available,467720
b33cc824df7c1f48095968065fb1f475,2021-09-19,3603066,81,Goals,482493,", Right-footed shot, 1. Goal of the Season",0
571c630523ebf7bcf52a5ce937d484ca,2022-02-19,3603105,63,Substitutions,537467,Not Available,277135
d64fffe0d7f5e1c9f4b93239ed8892b9,2021-09-11,3603119,64,Goals,341049,", Deflected shot on goal, 1. Goal of the Season",0
b63c57f909e0da8e61ef6aaaab28ac79,2021-09-26,3603131,18,Goals,482493,", Header, 2. Goal of the Season",0
cf14fa0568e20d35a4c399e8c1d5a001,2021-11-20,3603137,80,Goals,482493,", Right-footed shot, 3. Goal of the Season",0
6b61928a2cfac9781c052a9569135dbe,2022-03-05,3603152,18,Goals,537467,", Right-footed shot, 1. Goal of the Season",0
0b73859c0c2f8c9bd49b8b07e1b417bb,2021-10-27,3603156,14,Goals,341049,", Left-footed shot, 2. Goal of the Season",0
853db2eeb430876e9236d24d4b77b69c,2022-02-27,3603206,46,Substitutions,537467,Not Available,623560
7d6c6d9c25aa433764948473ba5ac7a5,2022-03-02,3603233,55,Goals,341049,", Left-footed shot, 3. Goal of the Season",0
c73e0f9a62a1f51dabd1cc759388e73d,2022-04-02,3603241,74,Substitutions,537467,Not Available,623740
0efda514bd573853ebeb21a4a9f7389f,2022-04-03,3603242,43,Goals,341049,", Left-footed shot, 4. Goal of the Season",0
4ffcc8e1e16faca893c707cab75500f2,2022-04-02,3603244,74,Substitutions,605498,Not Available,346485
3411cfd7fca1d6d9bb9ea0df64094779,2022-04-09,3603249,67,Substitutions,537467,Not Available,277135
00bfca4e92dff5d111c6c98b71362014,2021-08-15,3605039,71,Substitutions,361104,Not Available,476344
ef71d963254da1faa8dcf31353fda8b0,2021-08-21,3605049,82,Substitutions,361104,Not Available,476344
40d61619b4edf0b426b30e0e13fa1907,2021-09-23,3605216,80,Substitutions,361104,Not Available,331511
7f166f21d07a2cf1924b7a8188ef4177,2021-09-26,3605277,89,Substitutions,361104,Not Available,182904
